ID;Hora de inicio;Hora de finalización;Correo electrónico;Nombre;"Seleccione el Comité de Bienestar al cual pertenece (si no lo conoce, por favor consulte con el encargado de bienestar de su unidad):
";Componente / Jefatura:;Componente / Jefatura:2;Componente / Jefatura:3;Componente / Jefatura:4;Componente / Jefatura:5;Componente / Jefatura:6;Componente / Jefatura:7;Componente / Jefatura:8;Componente / Jefatura:9;Componente / Jefatura:10;Componente / Jefatura:11;Componente / Jefatura:12;Componente / Jefatura:13;Componente / Jefatura:14;Componente / Jefatura:15;Componente / Jefatura:16;Seleccione la categoría a la cual pertenece:;Seleccione la categoría a la cual pertenece:2;Grado:;Grado:2;Tiempo en la institución:;Estado civil:;"¿CONOCE EL PROGRAMA DE INCENTIVOS?
Enfocado en reconocer el compromiso y desempeño del personal en el logro de resultados. Ejemplo de actividades relacionadas con el programa: Medallas, condecorac...";Dentro del Programa de Incentivos ¿La entrega de incentivos o reconocimientos que ha recibido usted está acorde a su nivel de compromiso y las labores que desempeña?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).;Dentro del Programa de Incentivos ¿Ha evidenciado o ha sido participe de la entrega de incentivos o reconocimientos por la labor y compromiso a otros tripulantes de la institución?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).2;"¿CONOCE EL PROGRAMA DE RECREACIÓN Y CULTURA?
Orientado a propender por el aprovechamiento del tiempo libre mediante el desarrollo de actividades recreativas y culturales. Ejemplo de actividades re...";¿Valora usted como positivas las actividades del programa de recreación y cultura que se hacen en su unidad?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).3;¿Los tripulantes de su unidad valoran como positivas las actividades del programa de recreación y cultura que se hacen?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).4;"¿CONOCE EL PROGRAMA DE DEPORTES Y CULTURA FÍSICA?
Encaminado a estimular el espíritu deportivo y la práctica de actividades que fortalezcan la cultura física y promuevan hábitos de vida saludable....";¿Las actividades del programa de deporte y cultura física que implementan en su unidad incentivan a la práctica de disciplinas deportivas y a mantener la cultura del entrenamiento físico?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).5;"¿CONOCE EL PROGRAMA DE SERVICIOS EDUCATIVOS (COLEGIOS NAVALES)?
Encaminado a prestar el servicio educativo a los hijos de los tripulantes de la institución a través de los Colegios Navales.";¿Está conforme con el servicio educativo ofrecido por los Colegios Navales? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).6;"¿CONOCE EL PROGRAMA DE ORIENTACIÓN SOCIOFAMILIAR?
  Direccionamiento de estrategias y recursos institucionales para la realización de talleres de proyecto de vida, prevención de violencias, crisis...";¿Los servicios del programa de orientación y/o educación sociofamiliar ofrecidos por las Oficinas de Atención a la Familia son satisfactorios? (Si no es o no ha sido usuario por favor seleccione l...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).7;"¿CONOCE EL PROGRAMA DE SERVICIOS FUNERARIOS?
Facilitar la coordinación de los servicios funerarios y de inhumación del personal en servicio activo, de la reserva y pensionados de la Armada Naciona...";¿El acompañamiento y orientación por parte de la Armada Nacional para la gestión de los servicios funerarios son oportunos? (Si no es o no ha sido usuario por favor seleccione la respuesta de acue...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).8;"¿CONOCE EL PROGRAMA DE VIVIENDAS Y ALOJAMIENTOS MILITARES?
Elevar la calidad de vida de los tripulantes en servicio activo de la Armada Nacional y su familia, mediante la asignación de alojamiento...";¿Está conforme con el servicio de viviendas y alojamientos militares para los tripulantes y sus familias? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).9;"¿CONOCE EL PROGRAMA DE PREPARACIÓN PARA EL RETIRO?
  “Héroes vuelven a casa” (IMP) y Seminario fortalecimiento familiar (OF y S/O), busca facilitar la adaptación del personal militar de la Armada ...";¿El Programa de desvinculación asistida y preparación para el retiro facilita la adaptación del funcionario al nuevo entorno social, familiar y laboral? (Si no es o no ha sido usuario por favor se...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).10;¿Se ha enterado oportunamente de la realización de las actividades de bienestar programadas por su unidad?;¿En el desarrollo de las actividades de bienestar se evidencia el compromiso del personal encargado en su unidad?;¿Se le brinda el tiempo y las facilidades para asistir a las actividades de bienestar en su unidad?;Seleccione ¿Cuál de los siguientes motivos le ha dificultado recibir o participar de los beneficios o actividades de bienestar? ;Le solicitamos nos brinde sugerencias o aportes que nos sirvan para mejorar las actividades enmarcadas dentro de los programas de bienestar en su unidad.
26387;9/16/24 13:42:24;9/16/24 13:43:30;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM23;;;;;;;;;Civil ARC;;;;16 a 20 años;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
26388;9/16/24 13:38:03;9/16/24 13:43:30;anonymous;;Comité N° 7. BRIM1;;;;;;;BIM13;;;;;;;;;;Suboficial;;;;16 a 20 años;Casado (a);NO;5;;5;;NO;4;;4;;NO;4;;NO;4;;NO;4;;NO;4;;NO;4;;NO;4;;3;4;4;Se dio prioridad a otros grados o categorías;Que los premios y reconocimientos en el batallón sean para las personas que están o que estuvieron en el área de combate y aportaron para el batallón y para los infantes de marina profesionales o regulares
26389;9/16/24 13:37:24;9/16/24 13:43:43;anonymous;;Comité N° 15. BFIM16;;;;;;;;;;;;;;;BFIM16;;Infante de Marina Profesional;;;;6 a 10 años;Unión libre;NO;1;Mal desempeño;2;Los comandantes no los entregan ;NO;2; Me encuentro en el desarrollo operaciones;1; Poco presupuesto en la unidad para estas actividades;NO;1;No se divulgan;NO;1;Calidad académica;NO;1; No los conoce;NO;1;Personal no idóneo  ;NO;1; Costos;NO;1; Poca variedad cursos;1;1;1;Necesidades operacionales o actos del servicio;
26390;9/16/24 12:07:15;9/16/24 13:43:49;anonymous;;Comité N° 8. BRIM2;;;;;;;;EGBAS;;;;;;;;;Suboficial;;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;3;;SI;1;La unidad  no las  realiza  ;3;Ju;SI;3;La unidad  no las  realiza  ;SI;1;Otras;SI;1;Otras;SI;1;Otras;SI;4;Otras;SI;3;Otras;3;3;2;Necesidades operacionales o actos del servicio;
26391;9/16/24 13:42:38;9/16/24 13:44:21;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM22;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;4;;4;;NO;4;;4;;NO;4;;NO;4;;NO;4;;NO;4;;NO;4;;NO;4;;4;4;4;No he tenido dificultades;
26392;9/16/24 13:29:00;9/16/24 13:44:38;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM24;;;;;;;;;Infante de Marina Profesional;;;;11 a 15 años;Casado (a);NO;5;Buen desempeño ;5;Buen desempeño ;NO;5;Buen desempeño ;5;Buen desempeño ;SI;5;Buen desempeño ;NO;5;Buen desempeño ;NO;5;Buen desempeño ;SI;5;Buen desempeño ;NO;5;Buen desempeño ;SI;5;Buen desempeño ;5;5;5;Desconocimiento de la realización de las actividades;Más comunicación ala para saber sobre la actividad 
26393;9/16/24 13:30:10;9/16/24 13:44:39;anonymous;;Comité N° 3. FNP;;;CGFNP;;;;;;;;;;;;;;Suboficial;;;;21 años o más;Casado (a);SI;5;;5;;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;SI;3; No son apropiadas;SI;5;Calidad académica;SI;3;No cumple expectativas  ;SI;3;Mala atención;SI;3;Mala infraestructura;NO;1;No cumple expectativas;1;1;1;Exceso de carga laboral ;Mejorar el bienestar a todo nivel- En la actualidad no hay personal en las unidades y estamos reventados a cargos y no hay tiempo para nada.
26394;9/16/24 13:40:27;9/16/24 13:44:39;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Oficial;;;;16 a 20 años;Casado (a);SI;5;Omitido;5;Omitido;SI;5;Omitido;5;Omitido;SI;5;Omitido;SI;5;Omitido;SI;5;Omitido;SI;5;Omitido;SI;5;Omitido;SI;5;Omitido;5;5;5;Omitido;Info4mar al personal cuales son las actividades de bienestar 
26395;9/16/24 13:41:15;9/16/24 13:44:53;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM22;;;;;;;;;Suboficial;;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
26396;9/16/24 13:38:36;9/16/24 13:44:58;anonymous;;Comité N° 8. BRIM2;;;;;;;;BRIM2;;;;;;;;;Suboficial;;;;0 a 5 años;Soltero (a);SI;5;Comandante no postula;1;En la unidad no se divulga;NO;4; Me encuentro en el desarrollo operaciones;3; Poco presupuesto en la unidad para estas actividades;NO;4; No son apropiadas;NO;3;Calidad de docentes  ;NO;4; No los conoce;SI;4; Desinformación;NO;1;Mala infraestructura;NO;4;Proceso muy corto  ;4;4;3;Necesidades operacionales o actos del servicio;Mejorar la calidad de alojamiento  baños etc
26397;9/16/24 13:37:59;9/16/24 13:45:09;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM23;;;;;;;;;Suboficial;;;;16 a 20 años;Casado (a);NO;3;;3;;SI;3; Me encuentro en el desarrollo operaciones;3;;SI;3;;SI;4;;NO;3;;NO;3;;SI;3;;SI;3;;3;3;3;Necesidades operacionales o actos del servicio;
26398;9/16/24 13:39:25;9/16/24 13:45:12;anonymous;;Comité N° 3. FNP;;;FSUPA;;;;;;;;;;;;;;Infante de Marina Profesional;;;;11 a 15 años;Unión libre;SI;4;Poco tiempo en la institución;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Necesidades operacionales o actos del servicio;
26399;9/16/24 13:41:26;9/16/24 13:45:26;anonymous;;Comité N° 7. BRIM1;;;;;;;BIM13;;;;;;;;;;Oficial;;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;4;;SI;2;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;SI;3;La unidad  no las  realiza  ;SI;3;Calidad académica;SI;5;;SI;3;No he hecho uso ;SI;4;;SI;4;;4;3;4;Necesidades operacionales o actos del servicio;Mayor presupuesto 
26400;9/16/24 13:43:34;9/16/24 13:45:27;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM22;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
26401;9/16/24 13:37:04;9/16/24 13:45:54;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM22;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;1;Mal desempeño;3;En la unidad no se divulga;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;SI;5;;NO;4;;SI;5;;NO;3; Desinformación;NO;1;No, nos dan a conocer estos programas;SI;5;;1;3;4;Exceso de carga laboral ;Que se le de a conocer a todo el personal de infantes de marina profesional para que podamos saber de los programas que se van a realizar y ser participe de ellos 
26402;9/16/24 13:37:19;9/16/24 13:46:02;anonymous;;Comité N° 15. BFIM16;;;;;;;;;;;;;;;BFIM16;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;2;Los comandantes no los entregan ;SI;3; Me encuentro en el desarrollo operaciones;3; Poco presupuesto en la unidad para estas actividades;SI;3;No se divulgan;NO;3;No tengo hijos ;SI;3; No los conoce;SI;3; Desinformación;NO;3;Las viviendas fiscales son para suboficiales y oficiales no para los infantes de Marina profesionales;SI;3; Poca variedad cursos;3;4;3;Necesidades operacionales o actos del servicio;Paso más en el área de operaciones que el batallón no conozco las actividades de recreación del batallón 
26403;9/16/24 13:36:10;9/16/24 13:46:19;anonymous;;Comité N° 2. FNC;;CGFNC;;;;;;;;;;;;;;;Infante de Marina Profesional;;;;11 a 15 años;Unión libre;NO;3;Comandante no postula;4;En la unidad no se divulga;NO;3;La unidad  no las  realiza  ;4;La unidad  no las  realiza  ;NO;4;No se divulgan;NO;4;No tengo conocimiento.;NO;4; No los conoce;NO;1;Mala atención;NO;1;Poca disponibilidad  ;NO;4;No cumple expectativas;4;4;2;No autorización del comandante;Gracias 
26404;9/16/24 13:42:27;9/16/24 13:48:22;anonymous;;Comité N° 3. FNP;;;BNL02;;;;;;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);SI;3;;3;;SI;3;;3;;SI;3;1;SI;3;;SI;3;;SI;3;?;SI;3;;SI;3;;3;3;3;No he tenido dificultades;
26405;9/16/24 13:42:28;9/16/24 13:49:34;anonymous;;Comité N° 8. BRIM2;;;;;;;;BRIM2;;;;;;;;;Oficial;;;;16 a 20 años;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;Gracias por pensar siempre en el bienestar de los tripulantes 
26406;9/16/24 13:38:35;9/16/24 13:49:43;anonymous;;Comité N° 3. FNP;;;CGFNP;;;;;;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;5;;NO;3;La unidad  no las  realiza  ;3;La unidad  no las  realiza  ;NO;3;La unidad  no las  realiza  ;NO;3;;NO;3; No los conoce;SI;4; Desinformación;SI;5;;NO;4;;3;2;2;No autorización del comandante;
26407;9/16/24 13:30:33;9/16/24 13:49:50;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM24;;;;;;;;;Suboficial;;;;0 a 5 años;Casado (a);SI;4;Poco tiempo en la institución;4;Los comandantes no los entregan ;SI;4; Me encuentro en el desarrollo operaciones;4; Poco presupuesto en la unidad para estas actividades;SI;4;Si se divulgan ;SI;4;Calidad académica;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
26408;9/16/24 13:43:57;9/16/24 13:49:51;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM22;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;1;En la unidad no se divulga;NO;1;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;NO;1;No se divulgan;NO;1;;NO;1; No los conoce;NO;1; Desinformación;NO;1;;SI;5;;3;3;3;Desconocimiento de la realización de las actividades;
26409;9/16/24 13:45:52;9/16/24 13:50:45;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Suboficial;;;;0 a 5 años;Soltero (a);NO;1;Comandante no postula;4;En la unidad no se divulga;SI;5;No asisto por exceso de carga laboral;5; Poco presupuesto en la unidad para estas actividades;NO;3; No son apropiadas;SI;4; Planta física;SI;3; No los conoce;SI;3;Personal no idóneo  ;NO;3;Mala infraestructura;SI;3; Poca variedad cursos;2;3;2;Exceso de carga laboral ;Que se otra todo no solo para los que están en la rosca
26410;9/16/24 13:48:13;9/16/24 13:51:13;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Suboficial;;;;0 a 5 años;Soltero (a);NO;3;Comandante no postula;2;Los encargados no postulan;NO;3; Me encuentro en el desarrollo operaciones;3;Me encuentro en el area de operaciones ;NO;3; No son apropiadas;NO;3;Calidad de docentes  ;NO;3; No los conoce;SI;4; Desinformación;NO;3;No.mejorar los alojamiento  baños ;NO;3; Poca variedad cursos;2;5;2;Necesidades operacionales o actos del servicio;Mejoramiento de alojamiento etc
26411;9/16/24 13:45:48;9/16/24 13:51:20;anonymous;;Comité N° 16. JINAV;;;;;;;;;;;;;;;;CCOIN;Oficial;;;;11 a 15 años;Casado (a);SI;5;Comandante no postula;5;Los comandantes no los entregan ;SI;5; Me encuentro en el desarrollo operaciones;5;La unidad  no las  realiza  ;SI;5;No se divulgan;SI;3;Calidad de docentes  ;SI;3; No los conoce;SI;4;Personal no idóneo  ;SI;5;Mala infraestructura;SI;4;Proceso muy corto  ;4;4;4;Exceso de carga laboral ;Las casas fiscales en deficiencias 
26412;9/16/24 13:42:19;9/16/24 13:51:41;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM22;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;5;;2;;SI;3;;3;;SI;5;;NO;2;;NO;3;;SI;3;;NO;3;;SI;2;Uni;2;2;3;Necesidades operacionales o actos del servicio;Bienestar 
26413;9/16/24 13:47:07;9/16/24 13:51:44;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Suboficial;;;;16 a 20 años;Casado (a);SI;4;;3;Los encargados no postulan;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Necesidades operacionales o actos del servicio;Proyección de actividades para las familias beneficios 
26414;9/16/24 13:38:02;9/16/24 13:51:44;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM22;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;3;En la unidad no se divulga;NO;3; Me encuentro en el desarrollo operaciones;3; Poco presupuesto en la unidad para estas actividades;SI;4;;NO;3; Planta física;NO;3; No los conoce;SI;3;Mala atención;SI;4;;SI;4;;3;3;3;Desconocimiento de la realización de las actividades;
26415;9/16/24 13:48:52;9/16/24 13:52:07;anonymous;;Comité N° 2. FNC;;GFENC;;;;;;;;;;;;;;;Infante de Marina Profesional;;;;11 a 15 años;Casado (a);SI;5;Poco tiempo en la institución;5;Los encargados no postulan;SI;5; Me encuentro en el desarrollo operaciones;5;No asisten por exceso de carga laboral;SI;5; No son apropiadas;NO;5;Calidad académica;SI;5; No los conoce;NO;5; Desinformación;NO;5; Costos;SI;5; Poca variedad cursos;5;4;3;Exceso de carga laboral ;
26416;9/16/24 13:41:50;9/16/24 13:53:38;anonymous;;Comité N° 3. FNP;;;CGFNP;;;;;;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Unión libre;SI;1;;1;;SI;1;;1;;SI;1;;SI;1;;SI;1;;SI;1;;SI;1;;SI;1;;1;4;1;No he tenido dificultades;
26417;9/16/24 13:46:56;9/16/24 13:53:51;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;1;Comandante no postula;1;Los encargados no postulan;NO;1; Me encuentro en el desarrollo operaciones;1;La unidad  no las  realiza  ;NO;1;La unidad  no las  realiza  ;NO;1;Calidad de docentes  ;NO;1; No los conoce;NO;2;Personal no idóneo  ;NO;1;Mala infraestructura;NO;2;Proceso muy corto  ;2;1;1;Desconocimiento de la realización de las actividades;Mayor plan bienestar para la unidad muy poquito Dias de permiso para todo lo que se hace 
26418;9/16/24 13:50:33;9/16/24 13:54:16;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM24;;;;;;;;;Infante de Marina Profesional;;;;16 a 20 años;Unión libre;NO;1;Comandante no postula;2;Los encargados no postulan;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;NO;1;La unidad  no las  realiza  ;NO;1;No tengo hijos ;NO;1;Mala atención;SI;1;La armada nunca hizo acompañamiento ;NO;1;Poca disponibilidad  ;SI;1;No cumple expectativas;1;1;1;Se dio prioridad a otros grados o categorías;
26419;9/16/24 13:48:20;9/16/24 13:54:28;anonymous;;Comité N° 2. FNC;;BIM12;;;;;;;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;5;Los encargados no postulan;SI;5;La unidad  no las  realiza  ;5;La unidad  no las  realiza  ;SI;5;La unidad  no las  realiza  ;SI;5; Planta física;SI;5;No cumple expectativas  ;SI;5;Personal no idóneo  ;SI;5;Mala infraestructura;SI;5;No cumple expectativas;5;1;1;No he tenido dificultades;
26420;9/16/24 13:48:48;9/16/24 13:54:42;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM23;;;;;;;;;Civil ARC;;;;11 a 15 años;Soltero (a);SI;5;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
26421;9/16/24 13:47:08;9/16/24 13:54:48;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;1;Solo personal enfermo ;1;En la unidad no se divulga;NO;1; Me encuentro en el desarrollo operaciones;1;No asisten por exceso de carga laboral;SI;2;En cuento área operacional ;NO;4;Calidad académica;NO;1; No los conoce;SI;2;Mala atención;NO;1;Poca disponibilidad  ;NO;1; Poca variedad cursos;1;1;1;Necesidades operacionales o actos del servicio;Cumplir con las recomendaciones de nos pieden 
26422;9/16/24 13:51:22;9/16/24 13:55:14;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM23;;;;;;;;;Suboficial;;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;4;;SI;5;;5;;SI;5;;SI;4;;SI;4;;SI;5;;SI;3;Mala infraestructura;SI;5;;5;5;4;No he tenido dificultades;
26423;9/16/24 13:52:19;9/16/24 13:55:19;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM23;;;;;;;;;Oficial;;;;0 a 5 años;Unión libre;NO;1;Poco tiempo en la institución;5;;NO;3;No asisto por exceso de carga laboral;4;;SI;4;;SI;4;;SI;4;;SI;4;;NO;4;;SI;4;;3;3;3;Se dio prioridad a otros grados o categorías;Más información 
26424;9/16/24 13:40:25;9/16/24 13:55:39;anonymous;;Comité N° 2. FNC;;GAULA BOLIVAR;;;;;;;;;;;;;;;Infante de Marina Profesional;;;;16 a 20 años;Casado (a);SI;5;;5;;NO;4; Me encuentro en el desarrollo operaciones;4; Poco presupuesto en la unidad para estas actividades;SI;5;;NO;4;No utizo ese programa ;NO;5; No los conoce;SI;5;No lo a utilizado el cervisio ;NO;5;No utilizo ese servicio ;SI;5;No asido usuario;1;2;1;Necesidades operacionales o actos del servicio;
26425;9/16/24 13:52:01;9/16/24 13:55:55;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;1;Poco tiempo en la institución;1;En la unidad no se divulga;NO;3;La unidad  no las  realiza  ;2;La unidad  no las  realiza  ;NO;2;No se divulgan;SI;2;Calidad de docentes  ;SI;2; No los conoce;SI;2;Mala atención;SI;2;;SI;3;No cumple expectativas;4;4;3;Responsabilidades personales o familiares;Un poco inconforme 
26426;9/16/24 13:53:27;9/16/24 13:56:25;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM24;;;;;;;;;Infante de Marina Profesional;;;;16 a 20 años;Casado (a);NO;3;Comandante no postula;3;En la unidad no se divulga;NO;3;No asisto por exceso de carga laboral;3;No asisten por exceso de carga laboral;NO;2;No se divulgan;NO;1; Planta física;NO;2;Mala atención;NO;2; Desinformación;NO;1; Costos;NO;2; Poca variedad cursos;2;2;2;Desconocimiento de la realización de las actividades;Bienestar familiar 
26427;9/16/24 13:53:48;9/16/24 13:57:16;anonymous;;Comité N° 2. FNC;;BIM12;;;;;;;;;;;;;;;Suboficial;;;;11 a 15 años;Casado (a);SI;4;Comandante no postula;4;En la unidad no se divulga;NO;4;No asisto por exceso de carga laboral;4;No asisten por exceso de carga laboral;SI;4; No son apropiadas;SI;4; Planta física;SI;4;No cumple expectativas  ;NO;3; Desinformación;SI;5; Costos;NO;3;Proceso muy corto  ;4;4;4;Responsabilidades personales o familiares;
26428;9/16/24 13:53:44;9/16/24 13:57:43;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Suboficial;;;;6 a 10 años;Unión libre;SI;5;Mal desempeño;4;En la unidad no se divulga;SI;4; Me encuentro en el desarrollo operaciones;4;No asisten por exceso de carga laboral;SI;4;No se divulgan;SI;5;Calidad de docentes  ;SI;4; No los conoce;SI;4;Mala atención;SI;4;Poca disponibilidad  ;SI;4;Proceso muy corto  ;4;4;4;No he tenido dificultades;
26429;9/16/24 13:53:09;9/16/24 13:57:57;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM22;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
26430;9/16/24 13:49:51;9/16/24 13:58:04;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Infante de Marina Profesional;;;;11 a 15 años;Casado (a);NO;4;Comandante no postula;4;Los encargados no postulan;SI;3; Me encuentro en el desarrollo operaciones;3; Poco presupuesto en la unidad para estas actividades;SI;4; No son apropiadas;SI;5;Calidad de docentes  ;SI;5; No los conoce;SI;5;;NO;4;;NO;4;;3;3;3;Necesidades operacionales o actos del servicio;Tener en cuenta a todo el personal que por motivos operacionales no asisten al plan bienestar cuando salgan del área se lo realicen  
26431;9/16/24 13:50:12;9/16/24 13:58:16;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;3;En la unidad no se divulga;NO;3; Me encuentro en el desarrollo operaciones;3;No asisten por exceso de carga laboral;NO;3;No se divulgan;NO;3; Planta física;NO;3; No los conoce;SI;5;;NO;3;Poca disponibilidad  ;SI;3; Poca variedad cursos;1;3;1;Necesidades operacionales o actos del servicio;...
26432;9/16/24 13:47:09;9/16/24 13:58:34;anonymous;;Comité N° 15. BFIM16;;;;;;;;;;;;;;;BFIM16;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;2;Poco tiempo en la institución;4;En la unidad no se divulga;SI;5; Me encuentro en el desarrollo operaciones;5;No estoy;SI;5;No estoy ;NO;2;No estoy ;NO;2; No los conoce;NO;2; Desinformación;NO;1;Mala infraestructura;NO;3;No estoy ;3;3;4;Necesidades operacionales o actos del servicio;
26433;9/16/24 13:48:21;9/16/24 13:58:38;anonymous;;Comité N° 8. BRIM2;;;;;;;;BFIM22;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;4;;NO;3; Me encuentro en el desarrollo operaciones;5;;SI;4;;SI;4;;NO;3;No pasó en la institucion;SI;4;;SI;4;;NO;3;No cumple expectativas;4;4;4;Necesidades operacionales o actos del servicio;
26434;9/16/24 13:55:24;9/16/24 13:58:40;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Oficial;;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;3;4;3;Necesidades operacionales o actos del servicio;
26435;9/16/24 13:56:04;9/16/24 13:59:20;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;3;Comandante no postula;3;Los encargados no postulan;NO;3; Me encuentro en el desarrollo operaciones;3; Poco presupuesto en la unidad para estas actividades;NO;3;No se divulgan;NO;3;;NO;3; No los conoce;SI;3;Personal no idóneo  ;NO;3;Poca disponibilidad  ;SI;3; Poca variedad cursos;3;3;3;Necesidades operacionales o actos del servicio;
